Statement,Label
"Over the next two years, this $1.8 billion deficit will cost individual Wisconsinites $300 each, or $1,200 for families of four.",FALSE
Says new figures he released showing Wisconsin job gains for 2011 are the final job numbers.,FALSE
Sen. McConnell says its not his job to bring jobs to Kentucky.,TRUE
Says he forced Washington to open up the Arctic Ocean to oil drilling.,TRUE
New food safety legislation will regulate backyard gardening.,FALSE
"A bipartisan payroll tax cut championed by the White House has meant that the average family has an extra $1,000 in their pocket this year.",TRUE
"According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms.",TRUE
The United Nations has conducted 172 successful peacekeeping missions and negotiations.,TRUE
The insurance risk corridors arent going broke like Republicans predicted.,FALSE
RIPTA has really some of the fullest buses for its transit agency size around the country.,TRUE
Says Michael Cargill was arrested and incarcerated in Bell County.,FALSE
"Although Democrats represent only 10 of Florida's 25 districts, their districts received 60 percent of the stimulus funds.",FALSE
Every one of more than 30 federal judges who have considered the issue of gay and lesbian rights since last June ruled that marriage is a constitutional right and you cannot deprive individual citizens of that right based on their sexual orientation.,FALSE
The Obama administration has cut taxes on small businesses 17 times.,TRUE
One out of four of our young people say they are victims of this (dating) violence.,TRUE
Every Republican Senate candidate has now announced whether or not they support the Senate taking up the Supreme Court vacancyexcept for Congressman Heck.,FALSE
Says Democratic opponent is too Republican to stand up for us.,FALSE
"Says that when he was governor of Utah, he worked with the state Legislature to create a flat tax that cut income taxes by 30 percent.",FALSE
"The health care plan for members of Congress ""is no better than the janitor who cleans their offices.""",TRUE
"On most things except witch trials, Virginia will always have been first.",FALSE
"Because of union rules, cooks helpers moved into DMV jobs they were not trained for",TRUE
Lady Gaga announced she would cover her face until Trump gets fired from office.,FALSE
Dan Webster would force victims of rape and incest to bear their attackers child.,TRUE
"The Great Lakes Compact has a loophole. And the loophole is that while you cannot remove the water in a big transport, you can remove it in containers of 5.7 gallons or less.",TRUE
Americas tax code hasnt been updated in 30 years.,FALSE
"Says U.S. Sen. Ron Johnson wants to put 100,000 troops, including 25,000 Americans, into the area where ISIS is.",TRUE
Rick Boucher helped write the cap-and-trade bill,TRUE
"In July 2010 the government said small businesses -- 60 percent -- will lose their health care, 45 percent of big business and a large percentage of individual health.",FALSE
If our recovery were more typical of the postwar era . . . we would have 14 million more jobs today.,TRUE
"The Banking Committee voted a 1,336-page bill ""out of committee in 21 minutes with no amendments, with the understanding that before the bill came to the floor, we would reach this bipartisan agreement.""",TRUE
A majority of our students are trapped in underperforming schools.,FALSE
Road construction bids are coming in at the lowest in the modern era.,FALSE
"Says Scott Walker said Labor unions dont deserve to have a national holiday due to their damage to the economy. And the holiday should be replaced by Patriots Day, celebrated every year on 9/11.",FALSE
Alex Sink wants to cut Medicare.,FALSE
Says Mitt Romney and Paul Ryan want to turn Medicare into a voucher system.,TRUE
"Every family health insurance policy has ""a $900 hidden tax"" to subsidize health care costs of the uninsured.",TRUE
Let's not blame President Bush for all of this. We've got a Congress who sat around on their hands and done nothing but spend a lot of money ... leaving us $9-trillion in debt that we're passing on to our grandchildren.,TRUE
Says Tammy Baldwin had the opportunity to vote to honor the victims of 9/11 and she voted against it.,FALSE
"In her campaign for president, Hillary Clinton has received $100 million in contributions from Wall Street and hedge funds.",FALSE
Says Obama flip-flopped on withdrawing troops from Iraq.,FALSE
Federal law adopted under Tommy Thompsons watch prohibits the government from negotiating for better prices on prescription drugs for senior citizens,TRUE
"Jeff Greene ""is the king of the undercover Credit Default Swap that brought about the destruction of our economy that we have right now.""",FALSE
"After filing a lawsuit in Rhode Island, we reached an agreement with state agencies that resulted in more voters being registered in the first full month after our lawsuit than in the entire previous two-year reporting period.",TRUE
Foreign Trade Zones allow U.S. land to be inhabited by Chinese communists -- communists straight from China! They are to set up little towns and live here.,FALSE
Non-defense discretionary spending has increased by over 80 percent in the last two years.,FALSE
Claims credit for food tax reductions that previous Democrat regimes refused to make.,FALSE
"Two million new jobs have been created, in California since 2011.",TRUE
The states that actually have lots of teachers in teacher unions tend to be the states that have done the best in terms of academic success in this country.,TRUE
"Replacing 100,000 old toilets with water-efficient models has saved 2.4 million gallons of water every day.",TRUE
[Georgia] Republicans have mismanaged unemployment benefits.,FALSE
Gov. Bob McDonnell in 2010 did not even create enough jobs to keep pace with population growth in Virginia.,TRUE
We would be just like North Carolina with HB2-like (transgender bathroom) legislation. It actually passed our chamber and I vetoed it.,FALSE
"The Interior Department has only 30 days to review an exploration plan submitted by an oil company. That leaves no time for the appropriate environmental review. The result is, they are continually waived.",TRUE
Says because of Hurricane Sandy in Atlantic City much of that boardwalk no longer exists -- just the pillars where the boardwalk used to be.,FALSE
"Says the fertilizer plant that exploded in West, Texas,had not been inspected by the state of Texas since 2006.",FALSE
"Says Hillary Clinton was completely exonerated, when I was in the White House by an officialinquiryon Whitewater.",TRUE
Former Gov. Rick Perry signed a law that a federal court said was actually written with the purpose of discriminating against minority voters.,TRUE
Federal regulations required the changes to Georgias drivers license renewal process.,TRUE
Hillary Clinton invented ISIS with her stupid policies. She is responsible for ISIS.,FALSE
Fifty-three percent of teens in Central Falls are getting pregnant.,FALSE
Says Mitt Romney called the Arizona law a model for the nation.,FALSE
"Contrary to media reports, Georgias gas tax change led to no price increase at the pump.",TRUE
There was some sort of informal commitment to build a (psychiatric) building in downtown Cleveland.,FALSE
Snitker has been virtually ignored by the major media.,TRUE
There are 86 languages spoken at Miami Dade College.,TRUE
Chris Jacobs has been financed by the same men who are now facing charges in one of Western New Yorks largest public corruption schemes,FALSE
Ninety-eight percent of the American people will not see their taxes go up due to the House health care bill.,FALSE
More than 25 million Americans are unemployed. More than 50 million live without health insurance. Perhaps 100 million live in poverty.,TRUE
The Capitol was built by slaves.,TRUE
On applying prosecutorial discretion to immigration cases.,FALSE
"Says Hillary Clinton has pledged amnesty in her first 100 days, and her plan will provide Obamacare, Social Security, and Medicare for illegal immigrants, breaking the federal budget.",FALSE
Says Ronald Reagan was behind in the polls in 1980 going into the debate with Jimmy Carter and then turned around 10 days later and won 40 states.,TRUE
"Its actually easier for the United States to get flight manifests from E.U. nations than it is for E.U. nations to get them from their own neighbors, thanks to an agreement the U.S. negotiated when I was secretary of state.",TRUE
Says Oregon canned blueberries will be cheaper in South Korea thanks to a trade agreement.,TRUE
Says Hillary Clintons approval rating went from 70 percent to 52 percent in 18 months.,TRUE
John Cornyn voted twice in 2013 to back Obamas amnesty plan.,FALSE
"Under Barack Obama, the fewest number of adults are working since Jimmy Carters presidency.",FALSE
"I'm proud of the fact that I've raised more money from small donors than anybody else, and that we're getting $25, $50, $100 donations, and we've done very well doing it that way.",TRUE
Says U.S. Senate candidate David Perdue flip-flopped on releasing his tax returns.,TRUE
"Says he helped bring Uline company to Kenosha area, creating 800 local jobs.",FALSE
Half of all CEOs say that the shutdown and the threat of shutdown set back their plans to hire over the next six months.,TRUE
Sherrod Brown failed to pay his own taxes three separate times.,TRUE
"The Central Falls fire department is one of the lowest, if not the lowest, paid fire departments in the state and entire region.",TRUE
"Says Ronald Reagan understood repeatedly that when the deficit started to get out of control, that for him to make a deal he would have to propose both spending cuts and tax increases.",TRUE
Two-thirds of Granite Staters oppose the Tea Party and its agenda on labor unions.,FALSE
"Since President Obama took office in January 2009, the federal government has issued more than 468,500 pages of regulations.",FALSE
"People buy more items during Georgias sales-tax holidays, boosting economic activity.",TRUE
Americans are working longer hours for low wages . . . and yet almost all new income and wealth is going to the top 1 percent.,TRUE
No one in the country has ever built a brand new sports facility and created this kind of development at the same time.,TRUE
"A government analysis shows under a proposed transportation tax, metro Atlanta will create or support an additional 200,000 new jobs, including jobs that are maintained year over year.",FALSE
Says Connie Mack was the only member of the Florida delegation that voted against a bill to help NASA.,TRUE
The U.S. gun homicide rate is 20 times the combined rate of other western nations.,TRUE
Miami-Dade has the nations highest-rated tap water.,FALSE
Says Barack Obama is the only president to ever cut $500 billion from Medicare.,FALSE
"McCain's ""plan for the economy is to extend George Bush's tax cuts for billionaires and give a $100-billion additional corporate tax cut.""",TRUE
"Medical-grade marijuana alonewill not get that patient high, no matter what level of THC, CBD or any other compound is found in the plant.",FALSE
The United States is the oldest democracy in the world.,TRUE
"In the Senate version of the health reform bill, ""Every enrollee in the Office of Personnel Management enrolled plan, every enrollee has to pay a minimum of $1 per month towards reproductive rights, which includes abortion.""",FALSE
Says she oversaw an audit that won the city $2 million in franchise fees.,TRUE
Together we added more jobs than any other area while I was Dane County executive.,TRUE
Sen. Rubio has the worst vote attendance record of any Florida senator in nearly 50 years.,TRUE
I can't sign money. That's illegal.,FALSE
Justice Antonin Scalia agreed for the Supreme Court to hear a case about whetherBarack Obama is eligible to be President.,FALSE
United States of America is twenty-sixth in school performance in the world.,TRUE
"The average person will pay $6,000 more a year under Rep. Paul Ryans Medicare proposal.",TRUE
The University of Wisconsin System budget is the biggest it has ever been.,TRUE
There are still tens of thousands of missing service members from previous and current conflicts that our nation is working to find and repatriate.,TRUE
Property taxes had increased 70 percent in the previous 10 years.,TRUE
"Barack Obama's middle name is Mohammed and he's a ""covert"" Muslim.",FALSE
Wild Bill Hickok had his first duel in the town square here. And the family legend is that he is a distant cousin of mine.,TRUE
"Under the new health care law, the elderly will be denied care when they have ""passed the age limit for treatment.""",FALSE
The nuclear agreement with Iran never sunsets. Theres no sunset in this agreement.,TRUE
Mike Morell testified and told Congress that the reason Obama has not bombed ISISoil fields is theyre concerned about global warming.,FALSE
Ohio companies export more goods and services globally than 41 other states.,TRUE
Says aWHO proposal portrays milk and dairy products as an obstacle to a healthy start in life.,FALSE
Says Jon Runyan voted to end programs to aid homeless veterans.,FALSE
Julie Lassa willingly took a hefty pay raise at a time when people throughout her district and the state were losing their jobs.,TRUE
"Barack Obama ""openly supported (opposition leader) Raila Odinga during his visit to Africa in 2006.""",FALSE
More Hispanics have been elected statewide (in Texas) on the Republican ticket than on the Democratic ticket.,TRUE
Richard Nixon released tax returns when he was under audit.,TRUE
Says Texas lawmakers in 2011 ordered school districts to test every student on their respiratory system and weight.,TRUE
Im the only candidate for governor whos rolled out any policies so far.,FALSE
On a government spending freeze.,FALSE
Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people.,TRUE
Workers who pick produce in Georgias fields can make $12 to $18 an hour.,TRUE
"The HOPE scholarship has helped turn our University System into one of the best in the Southeast, with two institutions ranked in the top 20 of public universities in the country.",TRUE
Barack Obama issued a decree demanding that every public school now allow grown men and boys into the little girls bathroom.,FALSE
There have been more than 300 mass shootings in the United States this year more than any other country in the world.,TRUE
"Says in his years as a Texas legislator, we passed three pay increases for teachers and provided them with health insurance.",TRUE
Ronald Reagans philosophy of peace through strength is why the Iranians released the hostages on the same day and at the same hour that Reagan was sworn in.,FALSE
Says gun ownership information could be recorded and collected by the federal government and insurance companies as part of the federal health care law.,FALSE
"Says since Australia passed tough gun laws, homicides by firearm have declined almost 60 percent.",TRUE
"Under Obama, families have lost over $4,000 a year in income.",TRUE
Exit polls indicate that Democrats get over 70 percent of LGBT votes in federal elections.,TRUE
"As secretary of state, (Hillary Clinton) worked hard to get strong sanctions against Irans nuclear program and got Russia and China to support them.",TRUE
Taxpayers even footed the bill for Perrys trip to a bachelor party in Las Vegas.,FALSE
Says Iraq has been overrun by ISIS because Hillary Clinton failed to renegotiate . . . a status of forces agreement.,FALSE
The federal government borrows $4 billion every day.,TRUE
"Connecticut has the fifth toughest gun control laws in the country, including an assault weapons ban that bans 35 different weapons.",TRUE
"Under the Romney/Ryan budget, interest rates on federal student loans would be allowed to double.",FALSE
Says we had to cut 13 billion dollars in state spending over two years.,FALSE
Obamas job approval rating is up.,TRUE
Rhode Island didnt ratify the 13th Amendment to the Constitution to pay federal income taxes. So Rhode Island doesnt even have to pay federal income taxes.,FALSE
Says Amazon has removed aneducational game about Gettysburg.,TRUE
President Barack Obamas policies have forced many parts of the country to experience rolling blackouts.,FALSE
"Says Ive been proven right about Hillary Clintons radical call for open borders, meaning anyone in the world can enter the United States without any limit at all.",FALSE
"When the Affordable Care Act was signed, 17 million American children had a pre-existing condition and were uninsurable.",FALSE
Says local Texas chambers of commerce were granted exemptions from paying property taxes on their headquarter properties.,TRUE
"Preventive care saves money, for families, for businesses, for government, for everybody.",FALSE
"Gov. (Pat) McCrory took $500,000 directly out of the disaster relief fund. And you know what its for? House Bill 2.",TRUE
"In Florida, its not illegal for an immediate family member of state officials to prosper from legislation supported by a spouse.",TRUE
The unemployment rate among (the) non-college-educated is well into the double digits in America. Its 4 percent or 5 percent for people who have college degrees.,TRUE
Says scientists are in dispute over whether being gay is a choice.,FALSE
The proportion of Rhode Islanders entering substance abuse treatment primarily due to marijuana use has reached its highest point in 20 years.,FALSE
Says the Koch brothers want to protect tax cuts for companies that ship our jobs overseas.,FALSE
Says Missouri Democratic Senate candidateJason Kander is attending fancy dinners all over the country.,FALSE
"15 years ago, cancer drugs cost an average of $10,000 a year. Now its $10,000 a month.",TRUE
Anybody who is familiar with the historical data from the IRS knows that raising income tax rates will likely actually reduce federal revenues.,FALSE
There are 3 million jobs that go vacant each month in this country.,TRUE
"For every dollar we put in unemployment, it pays back about $1.60.",TRUE
"Since 1990, in inflation-adjusted dollars, per-student funding of the (Florida) state university system from general revenue has dropped by about $4,000.",TRUE
"Kasichs budget raised taxes by billions, hitting businesses hard and the middle class even harder.",FALSE
"Romney used to favor gun control, and said he didn't want to go back to Reagan-Bush.",TRUE
"Joe, I keep hearing you every morning talking about the biggest tax increase in history, but you don't mention it's also the biggest tax cut in history.''	health-care,taxes	richard-durbin	Senator	Illinois	democrat	0	2	1	0	1	a comment on the Morning Joe'' show on MSNBC.",FALSE
The administration was kicking and screaming all the way with these sanctions being put in place (on Iran).,FALSE
"Texas population is projected to double in the next 50 years or so, but our basic amount of water will remain about where it is now.",TRUE
"Palin had ""executive experience"" in the PTA.",FALSE
"Over the last six months, President Barack Obama has golfed 10 times and held 106 fundraisers, but his jobs council has never met.",TRUE
"The newly created state Immigration Enforcement Review Board can actually prosecute, and get them [violators] into jail, if we bring in the attorney general.",FALSE
"Wisconsins concealed-carry permit rules demand more proof than other states that safety training requirements are met, rendering all existing (training) certificates insufficient as part of the permit application",TRUE
The city of Atlanta has $56 million in its reserves.,TRUE
"Even though men comprise 49% of the population, they hold 80% of the lawmaking power in the Legislature (144 of 181 seats).",TRUE
The United States (is) the largest provider of humanitarian assistance to displaced persons and refugees.,TRUE
95 percent of job creators say Wisconsin is headed in the right direction.,TRUE
Solar panels drain the suns energy.,FALSE
Solyndrahad robots that whistled Disney songs. Im not kidding.,TRUE
Says some Austin school district classrooms lack electrical outlets.,FALSE
"Not a single banker, a CEO from Wall Street, anyone from corporate America nobody, (there was) not one arrest of any of these people who brought down the economy in 2008.",TRUE
The elimination of essentially every automobile would be offset by one volcano exploding.,FALSE
We are winning the popular vote.,FALSE
"Since 2008, we have cut 5,000 positions from Virginia public schools.",TRUE
The presidents proposed budget will help reduce the deficit by $400 billion over the next decade to the lowest level since Dwight Eisenhower was president.,FALSE
Says Mark Udall decided Obamacare. ... He passed Obamacare with his vote.,FALSE
"The 90 percent statistic ofsupporting background checks, thats been debunked.",FALSE
Bob Barr has changed his position on the Defense of Marriage Act over the years.,TRUE
Youth unemployment is through the roof.,FALSE
Says 55 percent of council members have come from area where only 10 percent of Austinites live.,TRUE
The transportation sales tax would cost the average consumer an estimated $112 a year.,TRUE
Twenty million Americans are out of work.,TRUE
Says that Sherrod Brown is an Obama rubber stamp for supporting the job-killing cap and trade plan.,FALSE
"Says Marco Rubio said we should be considering internment of Muslims, and maybe we should close down cafes and diners where Muslims gather and in fact compared them to the Nazi party.",FALSE
Every major city which has a center of poverty is run by Democrats. Every major city.,FALSE
The attorney general requires that rape victims pay for the rape kit.,FALSE
Says President Barack Obamas finance team is recommending a 1% tax on all transactions at any financial institution.,FALSE
Says there are half as many students in one Georgia technical college than there were two years ago.,TRUE
"A recent Obama executive order could lead to a number of investigations by Interpol in the United States, potentially aimed at American officials.",FALSE
"If you are driving on average in America this summer, you'll save according to Department of Energy figures about $70.",FALSE
"Says We do about 300 investigations a year into housing discrimination and in recent years have put about $150,000 of damages into the pockets of individuals who have been treated unfairly.",FALSE
Says Jim Renacci opposed increasing combat bonuses for our troops.,FALSE
46 percent of women between the age of 16 to 24 despise sexual contact in Japan.,TRUE
Theres $30 billion in expansion funds that weve paid its our money and Nathan Deal wants Washington to keep it.,TRUE
The President wants the U.S. to sign on to the U.N.s International Criminal Court.,FALSE
Obamacare was invented by liberal academic theorists.,FALSE
Florida sheriffs unequivocally support the stand your groundlaw.,FALSE
"American families work hard to earn $4,250 a month. Obama is spending $18,972 a month on each illegal immigrant child.",FALSE
"Mitt Romney opposed the gun lobby, even Ronald Reagan.",TRUE
Just this week we received the news that for the first time Social Security is now paying out more in benefits than it's taking in. That was something that was supposed to happen in 2016.,TRUE
Theres no statistical evidence that a waiting period for handgun purchases reduces violence whatsoever.,TRUE
The U.S. Department of Homeland Security warned that the SAVE database is not a foolproof means of verifying (citizenship on) the voter rolls.,TRUE
Says Michele Bachmann said English was good enough for Jesus when he wrote the Bible.,FALSE
Ken Cuccinelli would take money away from public schools to fund private schools.,FALSE
A recent Department of Labor study guessed Wall Street fees cost a worker 28 percent of the value of your plan over the span of your career.,FALSE
The United States is not modernizing its nuclear weapons.,FALSE
I don't describe your plan as amnesty in my ad. I don't call it amnesty.,FALSE
This is the first time in Texas history -- and only the fourth time in United States history -- that two women are running for the top spots.,TRUE
"The oddest thing is he doesn't want to do for America what he did for Massachusetts. He did mandate health care for Massachusetts, which is HillaryCare, and he doesn't want to do that for America.",TRUE
"What I have done -- and this is unprecedented ... is Ive said to each agency ... look at regulations that are already on the books and if they dont make sense, lets get rid of them.",FALSE
"When the mayor of Providences brother wrote over 100 grand in bad checks to the city, Joe Fernandez didnt have the guts to prosecute him. He let him off the hook.",FALSE
Says the Wisconsin Republican Party tweeted Happy International Womens Day! You ladies should get paid less and not be able to make health care decisions.,FALSE
Soy ... el nico official estatal quin es un hombre de negocios.,FALSE
Says Barack Obama sold Chrysler to Italians who are going to build Jeeps in China at the cost of American jobs.,FALSE
Says Rick Perry said theres an administrator for every teacher in Texas public schools.,FALSE
Its been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics.,TRUE
A Republican-sponsored Wisconsin mining bill will take at least seven years to create jobs.,FALSE
"As Milwaukee County executive, Scott Walker eliminated the waiting list for long-term care for older adults through the Family Care program.",FALSE
"The Congressional Budget Office most recently came out and analyzed the current (health care) plan and said that it was not only deficit-neutral, but also that over 10 years it would create a $6 billion surplus.",FALSE
The health care reform bill is the largest tax increase in U.S. history.,FALSE
"Crist stays in $2,000 a night luxury hotel suites where he racks up $1,300 in mini-bar charges, and doesn't pay for a dime of it himself.",TRUE
More than 30 cents of every state tax dollar goes to Medicaid.,TRUE
"The Obama administration ... would impose on every Catholic institution, every Jewish institution, every Protestant institution the Obamacare standard of what you have to buy as insurance.",FALSE
Women make 77 cents for every dollar earned by men.,TRUE
My Treasury team eliminated a 900-case backlog in the Crime Victim Compensation Program.,TRUE
We have not had unemployment this high for this long since the Great Depression.,TRUE
Says Gov. Rick Perry is spending Texans hard-earned money to live like Louie XIV.,FALSE
Congressman Duffy has long record of voting against VA backlog fixes.,FALSE
There were fewer civilian casualties in Cambodia than there have been from American drone attacks.,FALSE
Trade deals threaten Indias role as the pharmacy of the developing world for new HIV medicines.,TRUE
"By the word religion in the First Amendment, the founders meant Christianity.",FALSE
"NFL players are living, on average, longer than the average male.",TRUE
Republican candidate for governor Nathan Deal explicitly voted to fund abortions ...,FALSE
I won the majority of the Republican vote in both New Hampshire and South Carolina.,FALSE
Says Ralph Hall is the oldest member in Congress ever.,FALSE
Fifteen out of the 20 most polluted cities in the world are in India and China.,TRUE
"Says an investigative report concluded Ken Cuccinelli should have been prosecuted for disclosure violations, but Virginias law was too weak.",FALSE
"The Recovery Act saved 60,000 jobs among law enforcement officials, firefighters in the state of Florida, plus another 20,000 educators.",FALSE
"Under President Barack Obama, more Americans are in poverty ... than at any time since the Census Bureau began keeping records on it over 50 years ago.",TRUE
"It is just a fact that Hamas, apparently the North American spokesperson, is endorsing Senator Obama.",TRUE
Who would sign up to speak for a (Haitian) dictator? Rob Portman.,FALSE
"Under Barack Obama and the big government economy, the median wage for women has dropped $733.",FALSE
Austins the fastest-growing city in the country the last five years.,TRUE
Every Florida teacher gets a pay raise.,TRUE
Obama has (a) new Christmas tree tax.,FALSE
"Says under his leadership Wisconsin median household income is up 2.7%, while it is down 1.3% nationally under President Obama.",FALSE
"Says that had E-Verify been in place in Florida when 9/11 terrorists lived here, we might have saved the lives of 3,000 Americans.",FALSE
"For what we spend in just one week in Iraq, 800,000 children could get health insurance for an entire year.",TRUE
Austin is the only city in an arid landscape in the western United States dependent on a single source of water.,TRUE
U.S. Sen. Johnny Isakson has voted for $7 trillion of our national debt!,TRUE
Our kids cant openly celebrate Christmas or pray in school.,FALSE
"Her opponent: zero times a judge, zero rulings, zero experience on the bench.",TRUE
"In 29 states in this country you can still get fired for not just being gay, but if your employer thinks you are gay.",TRUE
Less than four cents of every health care dollar is spent on prevention and public health.,TRUE
"Over the last few decades, the income of the top 1 percent grew by more than 275 percent -- to an average of $1.3 million a year.",TRUE
"When Marcy Kaptur brought home $42 million for new manufacturing jobs, Dennis Kucinich voted no.",TRUE
Says Texas law requires state agencies to give preference to goods produced and grown in Texas.,TRUE
400 bills have my name on them either as a sponsor or a co-sponsor. You dont get that done unless you work with folks on the other side.,TRUE
"New York is the safest big city in the nation, and our crime reductions have been steeper than any other big citys.",TRUE
Says Pete Gallego went and lobbied after you fired him from Congress.,FALSE
"But if my opponent had his way, the millions of Floridians who rely on it would've had their Social Security tied up in the stock market this week.",FALSE
Americans invented the automobile.,FALSE
"Gov. Crist has never wavered in his support of the Second Amendment, the right to bear arms.",TRUE
Says Steve Spinnett has court judgments against him for trespass and harassment.,TRUE
Barack Obama ended up getting re-elected by the largest gender gap in the history of American elections.,TRUE
"During the (Benghazi) attack, a stand-down order was given, and our troops were told to change their clothes four times.",FALSE
The new health care law will force seniors into Barack Obamas government-run health care program.,FALSE
Says Ronald Reagan talked about converting the United States to the metric system.,TRUE
I'm the product of a mixed marriage that would have been illegal in 12 states when I was born.,TRUE
Says Oregonians for Food and Shelter proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.,TRUE
Health care reform will not affect veterans' benefits.,TRUE
Says the giant African land snail carries human meningitis.,TRUE
Welfare programs caused more long-term damage to Detroit than the atomic bomb caused to Hiroshima,FALSE
BP is setting up claims offices throughout the state.,TRUE
Wisconsin state lawmakers worked seven days in 2012 but got paid for a whole year.,FALSE
Says Patrick Murphy advocated for cuts to Social Security and Medicare.,FALSE
"Within a few years, we will be spending more on interest payments than on national security.",FALSE
"Under sequestration, the military was cut down to the smallest Army since 1940, the smallest Navy since 1915.",TRUE
The Florida Supreme Court has no express authority in the Florida Constitution to remove questions from the ballot proposed by the Legislature.,FALSE
David Beckhams soccer stadium would get a special tax deal that lets them off the hook for $2 million in taxes every year for 30 years.,TRUE
"The Republicans didn't have a budget in '02, '04, '06.",TRUE
Says Ted Strickland admits his record on jobs and taxes is mixed and spotty.,FALSE
"China now owns $1.1 trillion of our debt, our trade deficit last year with them was a quarter of a trillion dollars.",TRUE
On the success of Cash for Clunkers,FALSE
Medicaid is the primary source of health insurance for 41.7 percent of Hispanic children in Georgia.,TRUE
We just fought a Republican budget that ends Medicare as we know it.,FALSE
"The Internal Revenue code has ballooned to a 5,600-page, 4 million-word complicated mess that is seven times as long as the Bible with none of the good news.",TRUE
A record number of immigrants not from Mexico are being apprehended at the border.,TRUE
Social Security and Medicare are a Ponzi scheme.,FALSE
"My opponent in November of 2008 sent a missive to the White House, to President Obama-elect, and said, Heres how you need to sell cap-and-trade to the American people.",FALSE
Florida remains the top travel destination across the world.,FALSE
The majority actually want single-payer health care.,FALSE
America has already taken in one-fourth of Mexicos entire population.,FALSE
Right now we have sufficient reserves to take care of Tennessees lottery scholarship students for a few years more.,FALSE
Hillary Clinton believed NAFTA was a 'boon' to our economy.,FALSE
"Thurbert Baker kept a teen in jail ""who didn't even commit a felony.""",FALSE
A Texas law says that you cant shoot bears out of the second floor of a window.,FALSE
"Three years after getting the $100 million (from Mark Zuckerberg), less than two-thirds of students in Cory Bookers Newark graduate.",FALSE
Milwaukee has the highest incarceration rate among African-American men in the country.,TRUE
"Under John McCain's health care plan, people get a $5,000 tax credit to buy a $12,000 health care policy, and ""that's a loss for you.""",FALSE
"Who are the most consistently misinformed media viewers? Fox viewers, consistently, every poll.",FALSE
The (border) fence is now basically complete.,FALSE
"Under Gov. Scott Walkers proposals, Money is being taken away from workers, and the tax breaks given to major corporations.",TRUE
"There are close to 900,000 unemployed veterans in America right now.",TRUE
Virginia House Speaker Bill Howell is allied to group pushing MIXED SEX BATHROOMS in Stafford Schools.,FALSE
Republicans are now taking credit for provisions of the health care bill that they had tried to derail.,TRUE
"300,000 Floridians will lose their current health plans because of Obamacare, a plan Alex Sink supports.",TRUE
Rob Cornilles is a Tea Party candidate.,FALSE
Lincoln Chafee voted with President George W. Bush and the conservative leadership 76% of the time.,FALSE
"There are fewerwars, there are fewerpeople dying in wars now than there have been in quite some time.",TRUE
"So far, the war in Gaza has left more than 1,800 Palestinians dead -- the population equivalent to 100 9/11s.",FALSE
Says Scott Walker left college under an ethical cloud for having tried to fix the election for student body president.,FALSE
Only 25 percent of what people buy is subject to Rhode Islands sales tax.,FALSE
Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.,TRUE
The post-Soviet industrial meltdown is responsible for most of the progress in reducing carbon emissions that Europe is able to claim.,TRUE
Says 74 percent of small-business people believe that Obamacare is a bad idea.,FALSE
The immigration proposal from the Gang of Eight is not amnesty.,TRUE
"Texas has installed more wind power than any other state, and all but four countries.",TRUE
Says Florida Gov. Rick Scotts cuts to education are the same as his proposedcorporate income tax rate reduction.,FALSE
The study of the Savannah River Estuary . . . clearly demonstrates the project can be constructed and [environmental] impacts will be mitigated.,TRUE
We have more natural gas than Saudi Arabia has oil.,FALSE
Says President Barack Obama could basically legalize all immigrants here illegally by the sign of a pen.,FALSE
"After President Barack Obamas health care law takes full effect, 100 percent of Americans will depend on some form of federal payment, some form of government benefit to help provide for them.",FALSE
Says Texas lawmakers last year expanded public educations share of state spending.,TRUE
There has been a 100 percentincrease in student debt under this Democratic White House.,TRUE
"Under Barack Obamas watch, we have expended $805 billion to liberate the people of Iraq and, more importantly, 4,400 American lives.",FALSE
Says she made a cold call and persuaded an Illinois company to relocate to Wisconsin.,FALSE
The sequester has already lost 1.6 million jobs.,FALSE
Sotomayor ruled against the white firefighter Ricci and other white firefighters just on the basis that she thought women and minorities should be given a preference because of their skin color and because of the history of discrimination in the past. The law was totally disregarded.,FALSE
A gallon (of gasoline) delivered to the front lines for our troops in Afghanistan cost more than $400.,TRUE
"Arkansas Democratic congressional candidate Chad Causey was a Washington, D.C. bureaucrat.",FALSE
Says Milken Institute rated San Antonio as nations top-performing local economy.,TRUE
A private company building a natural gas pipeline into Florida is being forced to spend months under the review of six federal agencies.,TRUE
Says New York Mayor Michael Bloomberg says we can only have three bullets and the NRA wants firearms with nukes on them.,TRUE
Everyone in this country has access to health care.,FALSE
Social science is irrefutable that children are better off being raised by a mom and a dad.,FALSE
"Twelve percent of the garbage collected in those SOLV cleanups, by volume, is plastic bags.",TRUE
"If you look at any real analysis, the Trans-Pacific Partnership is going to generate better-paying jobs that are more stable.",TRUE
Say George Washington said that when government takes away citizens right to bear arms it becomes citizens duty to take away governments right to govern.,FALSE
